family_ID	protein_ID	inhibited_defense_system(inferred from seed proteins in the family)	clan_ID	clan_inhibited_defense_system(inferred from families with seed proteins)
APIS136	IMGVR_UViG_3300006302_000101|3300006302|Ga0099621_10000857	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006322_000304|3300006322|Ga0099623_100015762	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006328_000098|3300006328|Ga0099580_1001542	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006328_000179|3300006328|Ga0099580_10010512	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006462_000100|3300006462|Ga0100062_1041087	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006477_000126|3300006477|Ga0100232_1037755	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006479_000191|3300006479|Ga0100247_100080413	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006498_000119|3300006498|Ga0100374_1027488	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006678_000085|3300006678|Ga0100058_1029681	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006742_000113|3300006742|Ga0101805_10007054	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006743_000067|3300006743|Ga0101795_10002552	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006744_000010|3300006744|Ga0101797_10000511	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300006898_000033|3300006898|Ga0102522_1001357	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007039_000046|3300007039|Ga0103962_10001159	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007047_000028|3300007047|Ga0102637_1009052	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007065_000009|3300007065|Ga0102727_10007451	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007087_000018|3300007087|Ga0102673_1004732	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007093_000065|3300007093|Ga0104055_100007452	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007096_000035|3300007096|Ga0102538_1004241	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007100_000035|3300007100|Ga0102544_10097623	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007100_000168|3300007100|Ga0102544_10004315	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007119_000128|3300007119|Ga0102640_10001929	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007119_000236|3300007119|Ga0102640_10002175	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007120_000094|3300007120|Ga0102643_10002596	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007124_000019|3300007124|Ga0102685_1003702	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007125_000189|3300007125|Ga0102700_10067073	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007135_000018|3300007135|Ga0102639_10019722	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007220_000073|3300007220|Ga0104054_10258316	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007262_000003|3300007262|Ga0104760_1001742	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007262_000010|3300007262|Ga0104760_10010654	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007262_000025|3300007262|Ga0104760_10005424	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007284_000065|3300007284|Ga0104752_1014761	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007285_000090|3300007285|Ga0102636_1001434	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007300_000135|3300007300|Ga0104843_1002681	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007302_000006|3300007302|Ga0104927_10011611	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007315_000119|3300007315|Ga0104930_1010594	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007318_000017|3300007318|Ga0104925_1001092	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007320_000052|3300007320|Ga0104940_100329710	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007335_000181|3300007335|Ga0104969_100021124	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007339_000021|3300007339|Ga0104971_10014354	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007347_000017|3300007347|Ga0104340_1009088	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007347_000044|3300007347|Ga0104340_10035625	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007348_000006|3300007348|Ga0104342_10015952	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007348_000075|3300007348|Ga0104342_1012941	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007348_000116|3300007348|Ga0104342_10007916	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007500_000034|3300007500|Ga0104983_10114023	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007566_000086|3300007566|Ga0104970_10021355	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007659_000016|3300007659|Ga0105537_1000954	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007659_000022|3300007659|Ga0105537_10017527	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007732_000020|3300007732|Ga0105756_1010934	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007732_000023|3300007732|Ga0105756_1014658	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007732_000031|3300007732|Ga0105756_1003262	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007732_000052|3300007732|Ga0105756_1002497	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007732_000062|3300007732|Ga0105756_1001728	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007780_000012|3300007780|Ga0105678_10012818	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007782_000010|3300007782|Ga0105808_10025713	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007789_000039|3300007789|Ga0105762_1000302	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007789_000041|3300007789|Ga0105762_1010158	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007794_000168|3300007794|Ga0105809_10030955	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007854_000002|3300007854|Ga0114157_1000473	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007869_000034|3300007869|Ga0111024_1002332	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007888_000002|3300007888|Ga0111236_10000769	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007925_000028|3300007925|Ga0113553_10086223	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007968_000030|3300007968|Ga0105969_1021807	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007978_000055|3300007978|Ga0111424_10019055	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007994_000040|3300007994|Ga0113878_10052926	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300007997_000181|3300007997|Ga0111053_10054838	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008090_000134|3300008090|Ga0114309_10025953	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008090_000148|3300008090|Ga0114309_1002262	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008126_000281|3300008126|Ga0114844_100019028	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008128_000091|3300008128|Ga0114847_10014357	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008130_000182|3300008130|Ga0114850_10032720	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008135_000145|3300008135|Ga0111463_100006516	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008140_000035|3300008140|Ga0114165_100058330	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008142_000059|3300008142|Ga0114286_10033815	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008144_000180|3300008144|Ga0114284_100043012	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008147_000201|3300008147|Ga0114367_10025054	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008152_000034|3300008152|Ga0114285_100067224	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008155_000184|3300008155|Ga0114001_1003333	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008159_000045|3300008159|Ga0114019_10009181	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008160_000052|3300008160|Ga0114158_10012562	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008270_000052|3300008270|Ga0114159_1007081	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008271_000040|3300008271|Ga0111085_1011583	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008271_000192|3300008271|Ga0111085_100102101	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008276_000063|3300008276|Ga0114259_10023652	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008278_000027|3300008278|Ga0114262_1003451	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008279_000156|3300008279|Ga0114263_100019356	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008281_000025|3300008281|Ga0113996_100124611	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008304_000148|3300008304|Ga0115174_10011165	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008334_000029|3300008334|Ga0115372_100072112	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008337_000061|3300008337|Ga0115199_10015355	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008337_000100|3300008337|Ga0115199_10001346	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008347_000047|3300008347|Ga0115411_100132110	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008363_000036|3300008363|Ga0115180_10118516	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008405_000041|3300008405|Ga0115221_10009221	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008412_000149|3300008412|Ga0115193_100009818	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008415_000012|3300008415|Ga0115225_10013727	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008420_000223|3300008420|Ga0115228_10073319	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008471_000013|3300008471|Ga0114857_10020319	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008474_000051|3300008474|Ga0115375_1005269	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008480_000277|3300008480|Ga0115173_100008126	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008481_000238|3300008481|Ga0115177_100030049	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008481_000249|3300008481|Ga0115177_100013884	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008483_000196|3300008483|Ga0105906_10001365	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008486_000269|3300008486|Ga0115196_100010717	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008503_000031|3300008503|Ga0111013_1002352	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008503_000132|3300008503|Ga0111013_1036921	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008506_000175|3300008506|Ga0115176_10008292	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008514_000124|3300008514|Ga0111023_1002357	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008522_000069|3300008522|Ga0111045_10050928	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008575_000344|3300008575|Ga0111079_10031664	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008638_000248|3300008638|Ga0111421_1026107	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008643_000034|3300008643|Ga0111423_10058313	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008643_000039|3300008643|Ga0111423_1010058	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008643_000115|3300008643|Ga0111423_10008220	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008660_000099|3300008660|Ga0111492_1000984	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008717_000018|3300008717|Ga0113876_1007381	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008734_000066|3300008734|Ga0113998_10246216	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008739_000032|3300008739|Ga0114021_1004091	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008743_000041|3300008743|Ga0114022_10033871	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300008743_000133|3300008743|Ga0114022_100116912	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300011470_000007|3300011470|Ga0120817_1000368	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300011536_000027|3300011536|Ga0120901_10002443	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300011575_000001|3300011575|Ga0120943_10009519	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300011813_000006|3300011813|Ga0121585_10018540	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300011936_000147|3300011936|Ga0119780_1008808	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300011939_000033|3300011939|Ga0120978_1004863	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300014108_000074|3300014108|Ga0134359_100010312	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300014137_000134|3300014137|Ga0134350_10015737	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300014140_000063|3300014140|Ga0134344_10000392	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300014578_000005|3300014578|Ga0121425_1000256	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300014602_000007|3300014602|Ga0121347_1002699	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300014815_000244|3300014815|Ga0119815_100239113	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300020443_000003|3300020443|Ga0211544_1000020841	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_3300032579_001191|3300032579|Ga0316228_100081117	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_637000124_000005|637000124|637129545	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_641522630_000002|641522630|641657641	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_643886193_000004|643886193|644410698	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000018_000130|7000000018|SRS022725_LANL_scaffold_119427__gene_267406	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000025_000150|7000000025|SRS023617_Baylor_scaffold_73544__gene_108075	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000084_000015|7000000084|C2229123__gene_119488	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000115_000138|7000000115|SRS055378_LANL_scaffold_59698__gene_68254	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000119_000012|7000000119|SRS023964_Baylor_scaffold_29764__gene_31478	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000127_000044|7000000127|SRS023926_Baylor_scaffold_426__gene_591	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000128_000235|7000000128|SRS050244_LANL_scaffold_103254__gene_143230	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000167_000044|7000000167|SRS051378_LANL_scaffold_30598__gene_31529	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000176_000006|7000000176|SRS016200_WUGC_scaffold_30981__gene_34410	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000176_000031|7000000176|SRS016200_WUGC_scaffold_42319__gene_49816	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000183_000010|7000000183|SRS017127_Baylor_scaffold_10599__gene_15106	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000183_000011|7000000183|SRS017127_Baylor_scaffold_10780__gene_15693	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000183_000017|7000000183|SRS017127_Baylor_scaffold_2101__gene_2813	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000207_000008|7000000207|SRS011243_Baylor_scaffold_11776__gene_12798	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000208_000030|7000000208|SRS011126_Baylor_scaffold_74289__gene_94276	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000238_000041|7000000238|SRS013950_WUGC_scaffold_19362__gene_26587	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000253_000011|7000000253|SRS054569_LANL_scaffold_14562__gene_14638	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000267_000016|7000000267|SRS017080_Baylor_scaffold_4158__gene_5299	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000285_000042|7000000285|SRS023595_Baylor_scaffold_100218__gene_121717	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000336_000036|7000000336|SRS019073_WUGC_scaffold_16774__gene_15038	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000350_000038|7000000350|C891177__gene_41213	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000377_000062|7000000377|SRS053584_LANL_scaffold_45304__gene_52263	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000386_000024|7000000386|C2317530__gene_150827	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000388_000035|7000000388|SRS020856_Baylor_scaffold_10693__gene_13153	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000395_000014|7000000395|SRS019077_WUGC_scaffold_4071__gene_4028	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000411_000125|7000000411|SRS042984_LANL_scaffold_3099__gene_4006	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000432_000085|7000000432|SRS063193_LANL_scaffold_65710__gene_91458	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000494_000013|7000000494|SRS021477_Baylor_scaffold_34816__gene_45941	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000494_000067|7000000494|SRS021477_Baylor_scaffold_14581__gene_17923	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000508_000184|7000000508|C3710850__gene_241257	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000513_000025|7000000513|C2498208__gene_189572	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000537_000017|7000000537|C1180795__gene_35002	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000599_000074|7000000599|SRS019022_WUGC_scaffold_65236__gene_79661	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000605_000064|7000000605|SRS019028_WUGC_scaffold_59630__gene_72397	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000650_000110|7000000650|SRS016746_Baylor_scaffold_71836__gene_93047	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000652_000136|7000000652|SRS020226_Baylor_scaffold_1843__gene_2421	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000658_000013|7000000658|SRS018969_WUGC_scaffold_52270__gene_38737	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000692_000104|7000000692|SRS019980_Baylor_scaffold_38643__gene_44237	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000709_000025|7000000709|SRS019906_WUGC_scaffold_50606__gene_65620	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000713_000008|7000000713|SRS024355_LANL_scaffold_100980__gene_127748	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	IMGVR_UViG_7000000713_000196|7000000713|SRS024355_LANL_scaffold_32087__gene_35905	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	JF832915_00053	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	KR093626_00033	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	KR093627_00021	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	KR093630_00043	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	NP_439673.1	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_115544_53	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_122770_1	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_133875_16	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_140735_13	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_149294_53	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_155151_55	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_180056_1	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_181400_11	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_191681_54	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_208259_53	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_228680_60	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_233311_55	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_284817_7	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_296494_48	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_315163_51	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_318750_3	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_394475_1	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_396480_29	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_461689_6	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_470434_4	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_572426_3	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_576902_58	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_596342_49	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	uvig_63481_1	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS136	WP_002212760.1	restriction-modification (RM)	CLAN045	restriction-modification (RM)
APIS137	IMGVR_UViG_2199352008_000156|2199352008|2200474996		CLAN042	CBASS, Pycsar and CRISPR–Cas (type III)
APIS137	IMGVR_UViG_3300005573_000069|3300005573|Ga0078972_100104756		CLAN042	CBASS, Pycsar and CRISPR–Cas (type III)
APIS137	IMGVR_UViG_3300018875_000003|3300018875|Ga0193608_1000084141		CLAN042	CBASS, Pycsar and CRISPR–Cas (type III)
